Scenario no.,SB0,SB1,SB2,SB3,SB4,BM0,BM1,BM2,BM3,BM4
803,"(25, 2015, 130.3, 350.9)","(58, 2015, 61.9, 217.2)","(25, 2013, 122.0, 383.5)","(4, 2013, 87.4, 298.9)","(19, 2012, 96.9, 331.7)","(25, -1, 137.2, 382.7)","(58, -1, 46.3, 218.6)","(25, -1, 117.0, 403.2)","(4, -1, 88.5, 286.3)","(19, -1, 87.5, 415.2)"
804,"(58, 2012, 115.7, 203.3)","(8, 2015, 71.7, 308.8)","(104, 2015, 64.6, 222.3)","(104, 2013, 142.3, 398.6)","(8, 2017, 138.5, 282.2)","(58, -1, 146.6, 227.3)","(8, -1, 72.8, 286.7)","(104, -1, 70.4, 199.7)","(104, -1, 144.6, 399.4)","(8, -1, 124.5, 292.8)"
805,"(19, 2014, 103.4, 307.4)","(8, 2012, 98.1, 324.7)","(4, 2014, 76.8, 337.2)","(4, 2013, 118.1, 286.5)","(40, 2016, 107.4, 219.9)","(19, -1, 108.9, 328.2)","(8, -1, 104.7, 322.4)","(4, -1, 73.7, 369.9)","(4, -1, 120.9, 282.5)","(40, -1, 123.5, 230.1)"
806,"(58, 2016, 128.0, 370.2)","(4, 2016, 90.5, 259.8)","(102, 2016, 125.2, 352.8)","(58, 2013, 100.4, 239.1)","(8, 2012, 151.7, 394.3)","(58, -1, 123.8, 396.4)","(4, -1, 115.0, 303.9)","(102, -1, 137.9, 291.9)","(58, -1, 110.4, 248.5)","(8, -1, 146.2, 411.2)"
807,"(8, 2012, 81.7, 256.2)","(58, 2014, 102.9, 290.8)","(104, 2015, 93.2, 237.5)","(40, 2016, 33.4, 292.5)","(58, 2012, 145.5, 363.0)","(8, -1, 74.6, 240.8)","(58, -1, 118.2, 290.2)","(104, -1, 107.9, 287.1)","(40, -1, 37.8, 319.0)","(58, -1, 129.3, 357.6)"
808,"(40, 2013, 123.1, 343.0)","(8, 2015, 98.1, 291.0)","(104, 2014, 116.7, 218.0)","(40, 2014, 105.4, 206.7)","(104, 2012, 128.0, 255.3)","(40, -1, 141.3, 347.4)","(8, -1, 88.8, 262.3)","(104, -1, 114.1, 217.1)","(40, -1, 100.0, 185.5)","(104, -1, 124.9, 226.8)"
809,"(104, 2013, 71.5, 344.4)","(0, 2013, 71.0, 298.1)","(0, 2017, 97.0, 266.1)","(25, 2012, 83.2, 332.1)","(25, 2012, 123.3, 219.4)","(104, -1, 68.0, 332.1)","(0, -1, 72.0, 302.6)","(0, -1, 99.9, 249.9)","(25, -1, 84.1, 369.7)","(25, -1, 140.2, 211.8)"
810,"(40, 2012, 100.7, 246.9)","(8, 2012, 89.9, 279.0)","(102, 2013, 108.1, 245.7)","(58, 2013, 116.0, 370.4)","(4, 2012, 64.1, 273.1)","(40, -1, 116.1, 246.0)","(8, -1, 98.3, 293.2)","(102, -1, 118.0, 267.0)","(58, -1, 111.3, 366.3)","(4, -1, 72.7, 287.1)"
811,"(102, 2013, 115.3, 222.8)","(8, 2014, 82.6, 305.3)","(0, 2017, 72.3, 346.6)","(58, 2013, 113.3, 335.1)","(102, 2013, 84.1, 212.4)","(102, -1, 107.0, 235.4)","(8, -1, 81.6, 268.9)","(0, -1, 78.0, 314.5)","(58, -1, 114.4, 304.4)","(102, -1, 87.0, 207.3)"
812,"(19, 2017, 105.7, 292.7)","(19, 2015, 84.1, 395.9)","(58, 2013, 103.6, 213.4)","(4, 2012, 104.8, 329.8)","(4, 2017, 139.5, 298.7)","(19, -1, 98.3, 319.8)","(19, -1, 76.1, 394.0)","(58, -1, 110.9, 191.4)","(4, -1, 95.8, 338.5)","(4, -1, 135.2, 250.1)"
813,"(40, 2012, 97.8, 291.7)","(4, 2012, 110.3, 372.9)","(4, 2016, 28.0, 378.1)","(19, 2013, 113.3, 212.4)","(58, 2017, 105.9, 338.5)","(40, -1, 97.8, 257.5)","(4, -1, 116.3, 397.7)","(4, -1, 26.3, 400.3)","(19, -1, 114.1, 208.8)","(58, -1, 107.8, 335.5)"
814,"(40, 2015, 72.7, 273.7)","(8, 2012, 90.2, 387.6)","(4, 2012, 125.6, 327.2)","(19, 2017, 144.9, 319.5)","(8, 2016, 172.3, 223.7)","(40, -1, 80.3, 261.1)","(8, -1, 90.7, 371.3)","(4, -1, 128.2, 333.1)","(19, -1, 158.5, 351.2)","(8, -1, 164.5, 238.4)"
815,"(4, 2014, 67.7, 353.7)","(0, 2016, 136.5, 297.8)","(0, 2012, 105.4, 307.7)","(40, 2017, 124.8, 306.6)","(25, 2012, 65.1, 349.5)","(4, -1, 60.5, 340.0)","(0, -1, 142.6, 306.2)","(0, -1, 107.8, 297.2)","(40, -1, 125.5, 279.0)","(25, -1, 67.1, 319.4)"
816,"(19, 2013, 69.4, 235.4)","(104, 2014, 102.0, 345.4)","(8, 2012, 139.4, 314.1)","(0, 2015, 93.8, 349.7)","(25, 2017, 69.2, 315.5)","(19, -1, 62.6, 234.1)","(104, -1, 102.5, 378.4)","(8, -1, 143.5, 314.5)","(0, -1, 110.1, 340.8)","(25, -1, 79.5, 307.9)"
817,"(104, 2012, 79.7, 218.2)","(19, 2017, 111.8, 211.4)","(102, 2016, 77.9, 333.2)","(40, 2017, 100.2, 273.4)","(4, 2016, 106.9, 390.9)","(104, -1, 75.3, 240.1)","(19, -1, 133.7, 201.9)","(102, -1, 75.0, 343.8)","(40, -1, 107.3, 259.1)","(4, -1, 127.1, 359.7)"
818,"(19, 2017, 127.6, 300.4)","(0, 2013, 57.3, 383.0)","(25, 2012, 112.3, 360.4)","(4, 2012, 73.3, 310.2)","(19, 2013, 65.3, 261.8)","(19, -1, 138.3, 304.1)","(0, -1, 62.0, 396.3)","(25, -1, 104.4, 341.9)","(4, -1, 76.4, 316.0)","(19, -1, 61.6, 252.0)"
819,"(25, 2017, 87.1, 387.7)","(104, 2017, 67.6, 207.2)","(104, 2012, 131.3, 282.8)","(40, 2014, 121.0, 289.5)","(0, 2013, 52.1, 249.8)","(25, -1, 107.8, 365.8)","(104, -1, 67.8, 221.9)","(104, -1, 116.3, 292.6)","(40, -1, 104.9, 301.6)","(0, -1, 49.2, 237.9)"
820,"(19, 2013, 77.8, 371.1)","(40, 2017, 120.8, 229.9)","(104, 2014, 91.5, 244.6)","(0, 2015, 112.6, 317.6)","(40, 2012, 91.4, 233.0)","(19, -1, 85.3, 422.9)","(40, -1, 111.5, 254.2)","(104, -1, 84.0, 280.4)","(0, -1, 99.1, 312.2)","(40, -1, 95.8, 261.7)"
821,"(40, 2012, 95.3, 244.5)","(104, 2015, 93.9, 395.1)","(8, 2017, 88.7, 277.8)","(0, 2016, 121.9, 251.2)","(102, 2013, 122.3, 318.5)","(40, -1, 90.1, 258.8)","(104, -1, 85.9, 386.9)","(8, -1, 89.9, 275.7)","(0, -1, 120.5, 258.6)","(102, -1, 115.9, 309.6)"
822,"(102, 2013, 121.2, 339.5)","(0, 2017, 97.2, 350.6)","(19, 2016, 75.0, 228.6)","(4, 2014, 157.5, 302.7)","(0, 2016, 36.5, 370.6)","(102, -1, 134.0, 312.1)","(0, -1, 102.4, 312.8)","(19, -1, 74.5, 228.1)","(4, -1, 159.3, 296.5)","(0, -1, 31.1, 394.8)"
823,"(104, 2014, 98.2, 374.0)","(0, 2013, 133.7, 290.5)","(58, 2012, 125.1, 347.8)","(8, 2017, 124.0, 393.9)","(4, 2014, 62.9, 265.3)","(104, -1, 94.4, 321.4)","(0, -1, 134.0, 313.1)","(58, -1, 137.7, 376.2)","(8, -1, 130.7, 362.7)","(4, -1, 54.1, 246.0)"
824,"(19, 2017, 108.7, 249.5)","(25, 2013, 55.6, 214.9)","(40, 2013, 65.5, 395.4)","(4, 2014, 68.7, 217.4)","(58, 2015, 82.5, 385.7)","(19, -1, 110.7, 206.7)","(25, -1, 56.1, 193.9)","(40, -1, 70.4, 433.4)","(4, -1, 76.1, 189.5)","(58, -1, 100.9, 367.2)"
825,"(4, 2014, 118.0, 201.8)","(19, 2013, 108.5, 304.6)","(104, 2012, 118.0, 360.6)","(8, 2016, 107.1, 313.1)","(58, 2015, 87.5, 335.9)","(4, -1, 122.2, 189.0)","(19, -1, 94.3, 315.4)","(104, -1, 117.4, 317.7)","(8, -1, 127.4, 295.4)","(58, -1, 77.5, 314.5)"
826,"(0, 2013, 135.6, 324.7)","(25, 2012, 94.9, 263.0)","(25, 2015, 53.7, 322.5)","(0, 2012, 139.7, 271.2)","(19, 2017, 77.7, 361.1)","(0, -1, 141.5, 269.8)","(25, -1, 93.1, 233.6)","(25, -1, 60.4, 304.6)","(0, -1, 160.8, 267.1)","(19, -1, 74.6, 382.8)"
827,"(19, 2013, 89.0, 208.5)","(58, 2012, 136.8, 306.8)","(102, 2017, 92.6, 289.4)","(58, 2013, 106.4, 244.9)","(102, 2012, 89.6, 389.8)","(19, -1, 90.3, 202.4)","(58, -1, 136.3, 326.9)","(102, -1, 85.6, 283.5)","(58, -1, 119.2, 273.6)","(102, -1, 90.0, 385.4)"
828,"(4, 2012, 86.5, 301.5)","(58, 2015, 117.0, 296.4)","(104, 2016, 111.1, 254.3)","(8, 2017, 62.0, 239.4)","(40, 2015, 126.4, 290.7)","(4, -1, 94.8, 285.8)","(58, -1, 132.2, 302.9)","(104, -1, 112.8, 278.3)","(8, -1, 51.8, 247.6)","(40, -1, 149.5, 320.0)"
829,"(0, 2014, 90.6, 339.5)","(8, 2014, 73.4, 287.5)","(40, 2013, 114.7, 300.0)","(19, 2012, 110.3, 280.4)","(0, 2015, 80.6, 325.3)","(0, -1, 97.1, 337.1)","(8, -1, 67.0, 309.8)","(40, -1, 121.0, 302.1)","(19, -1, 106.1, 284.1)","(0, -1, 88.5, 293.0)"
830,"(40, 2012, 109.3, 288.9)","(8, 2017, 112.3, 349.1)","(19, 2016, 106.0, 392.4)","(19, 2017, 71.9, 272.3)","(0, 2012, 86.5, 346.0)","(40, -1, 118.1, 261.3)","(8, -1, 118.8, 341.4)","(19, -1, 94.3, 377.6)","(19, -1, 65.8, 255.4)","(0, -1, 98.9, 355.4)"
831,"(58, 2013, 93.3, 339.9)","(58, 2015, 89.0, 332.9)","(4, 2014, 58.1, 349.0)","(58, 2016, 115.3, 206.3)","(40, 2012, 84.4, 236.8)","(58, -1, 98.4, 325.8)","(58, -1, 74.5, 280.2)","(4, -1, 56.2, 355.8)","(58, -1, 141.0, 224.8)","(40, -1, 96.7, 199.7)"
832,"(58, 2017, 82.0, 257.0)","(8, 2016, 119.6, 321.4)","(0, 2016, 81.3, 364.6)","(4, 2016, 130.1, 379.8)","(104, 2017, 120.3, 398.2)","(58, -1, 87.5, 241.9)","(8, -1, 129.8, 345.9)","(0, -1, 85.8, 344.6)","(4, -1, 110.8, 387.7)","(104, -1, 98.1, 378.8)"
833,"(0, 2016, 150.7, 320.9)","(25, 2015, 65.9, 301.0)","(104, 2016, 105.7, 265.7)","(8, 2016, 98.5, 261.2)","(102, 2015, 68.8, 333.7)","(0, -1, 163.9, 326.0)","(25, -1, 83.2, 327.9)","(104, -1, 121.3, 283.0)","(8, -1, 98.0, 230.0)","(102, -1, 68.9, 301.5)"
834,"(104, 2013, 87.0, 343.0)","(0, 2014, 101.8, 290.1)","(58, 2014, 93.1, 230.5)","(25, 2016, 92.5, 361.6)","(0, 2016, 114.7, 367.9)","(104, -1, 81.3, 355.0)","(0, -1, 103.9, 331.6)","(58, -1, 83.0, 225.0)","(25, -1, 89.9, 376.7)","(0, -1, 116.3, 408.7)"
835,"(40, 2014, 100.0, 268.3)","(102, 2012, 115.2, 371.3)","(4, 2012, 102.6, 359.3)","(8, 2016, 84.2, 230.8)","(0, 2014, 82.4, 222.7)","(40, -1, 109.7, 277.3)","(102, -1, 103.3, 364.2)","(4, -1, 108.7, 334.6)","(8, -1, 88.9, 216.0)","(0, -1, 89.0, 224.6)"
836,"(104, 2012, 51.0, 325.7)","(40, 2012, 75.0, 334.5)","(58, 2014, 98.9, 223.6)","(58, 2012, 108.4, 305.6)","(19, 2017, 81.1, 263.3)","(104, -1, 56.6, 329.2)","(40, -1, 83.6, 346.0)","(58, -1, 94.3, 230.0)","(58, -1, 94.6, 291.7)","(19, -1, 84.0, 264.5)"
837,"(8, 2014, 68.1, 245.6)","(25, 2015, 102.7, 260.8)","(4, 2016, 81.5, 392.2)","(104, 2014, 108.9, 223.5)","(58, 2013, 140.2, 302.9)","(8, -1, 67.5, 244.4)","(25, -1, 88.3, 236.3)","(4, -1, 72.7, 348.7)","(104, -1, 122.5, 235.8)","(58, -1, 134.2, 290.5)"
838,"(8, 2017, 122.3, 366.3)","(40, 2014, 80.6, 230.9)","(4, 2015, 86.3, 349.9)","(58, 2017, 129.4, 333.7)","(58, 2013, 126.7, 313.5)","(8, -1, 135.5, 358.4)","(40, -1, 68.5, 236.0)","(4, -1, 67.8, 361.5)","(58, -1, 104.8, 306.9)","(58, -1, 127.8, 359.2)"
839,"(0, 2012, 119.2, 360.9)","(19, 2013, 87.6, 297.8)","(102, 2013, 90.9, 231.7)","(0, 2017, 100.3, 369.0)","(58, 2012, 130.8, 374.3)","(0, -1, 113.2, 339.8)","(19, -1, 77.5, 355.1)","(102, -1, 92.6, 243.6)","(0, -1, 109.3, 335.7)","(58, -1, 136.4, 342.3)"
840,"(104, 2013, 86.7, 287.7)","(8, 2012, 132.6, 254.6)","(104, 2013, 105.5, 342.4)","(4, 2012, 117.0, 345.1)","(19, 2014, 68.5, 287.8)","(104, -1, 91.4, 287.7)","(8, -1, 128.6, 252.7)","(104, -1, 122.5, 316.6)","(4, -1, 107.3, 367.4)","(19, -1, 65.1, 314.2)"
841,"(25, 2015, 103.2, 390.2)","(25, 2015, 110.1, 226.8)","(4, 2013, 80.7, 372.6)","(4, 2015, 116.5, 264.7)","(40, 2015, 84.4, 275.7)","(25, -1, 106.7, 382.4)","(25, -1, 92.2, 264.0)","(4, -1, 72.9, 439.3)","(4, -1, 152.3, 258.1)","(40, -1, 69.0, 316.6)"
842,"(58, 2013, 131.0, 287.3)","(104, 2012, 102.8, 295.9)","(4, 2016, 114.3, 285.1)","(0, 2014, 54.7, 225.6)","(0, 2015, 63.2, 234.0)","(58, -1, 113.2, 286.9)","(104, -1, 111.6, 313.2)","(4, -1, 109.3, 279.2)","(0, -1, 42.4, 215.7)","(0, -1, 65.8, 208.5)"
843,"(0, 2013, 111.6, 377.7)","(8, 2012, 123.3, 235.3)","(104, 2017, 127.3, 217.2)","(4, 2013, 105.1, 382.9)","(0, 2016, 132.1, 256.0)","(0, -1, 116.5, 357.7)","(8, -1, 125.8, 239.9)","(104, -1, 133.5, 253.3)","(4, -1, 113.4, 331.7)","(0, -1, 149.3, 265.5)"
844,"(104, 2015, 50.9, 218.4)","(4, 2017, 92.9, 379.7)","(58, 2016, 148.1, 225.0)","(0, 2012, 63.1, 296.1)","(104, 2014, 101.6, 251.9)","(104, -1, 55.3, 232.4)","(4, -1, 90.2, 363.0)","(58, -1, 155.6, 203.3)","(0, -1, 68.2, 308.3)","(104, -1, 96.2, 244.3)"
845,"(104, 2015, 54.5, 265.5)","(0, 2012, 88.8, 375.5)","(104, 2013, 141.6, 300.9)","(19, 2013, 92.0, 371.3)","(19, 2014, 63.0, 232.5)","(104, -1, 51.1, 295.9)","(0, -1, 96.4, 385.7)","(104, -1, 160.8, 291.7)","(19, -1, 109.7, 396.0)","(19, -1, 60.7, 233.1)"
846,"(0, 2014, 105.3, 266.4)","(102, 2015, 128.2, 301.5)","(25, 2012, 76.9, 274.2)","(8, 2012, 115.8, 313.2)","(4, 2017, 90.8, 353.7)","(0, -1, 118.6, 265.1)","(102, -1, 135.3, 288.4)","(25, -1, 62.9, 286.9)","(8, -1, 114.1, 288.5)","(4, -1, 92.7, 352.6)"
847,"(58, 2014, 88.6, 285.3)","(8, 2017, 116.9, 271.5)","(19, 2016, 109.4, 379.1)","(25, 2017, 109.5, 386.8)","(102, 2014, 113.0, 392.9)","(58, -1, 97.0, 298.4)","(8, -1, 130.4, 298.7)","(19, -1, 108.4, 384.1)","(25, -1, 132.1, 405.8)","(102, -1, 122.2, 378.0)"
848,"(8, 2014, 126.0, 315.9)","(0, 2017, 121.4, 387.1)","(4, 2017, 113.6, 233.5)","(58, 2013, 99.4, 267.0)","(104, 2014, 96.6, 328.6)","(8, -1, 130.1, 337.3)","(0, -1, 94.0, 380.0)","(4, -1, 97.1, 221.3)","(58, -1, 104.1, 285.6)","(104, -1, 89.8, 332.3)"
849,"(102, 2016, 150.0, 258.9)","(102, 2013, 126.0, 216.2)","(4, 2013, 102.3, 283.7)","(19, 2016, 162.9, 342.2)","(8, 2016, 102.1, 359.9)","(102, -1, 158.2, 281.6)","(102, -1, 120.3, 199.4)","(4, -1, 109.3, 302.3)","(19, -1, 159.8, 381.5)","(8, -1, 106.4, 337.6)"
850,"(102, 2013, 106.2, 326.9)","(8, 2013, 125.8, 213.4)","(104, 2013, 95.1, 297.0)","(102, 2016, 109.2, 386.2)","(58, 2012, 76.2, 364.0)","(102, -1, 95.9, 305.1)","(8, -1, 146.1, 195.1)","(104, -1, 109.6, 295.8)","(102, -1, 98.2, 359.8)","(58, -1, 80.2, 362.5)"
851,"(19, 2015, 93.1, 341.9)","(40, 2015, 117.9, 280.3)","(0, 2017, 58.9, 309.2)","(25, 2017, 82.1, 232.9)","(40, 2014, 113.5, 225.2)","(19, -1, 92.2, 326.8)","(40, -1, 120.2, 308.6)","(0, -1, 48.2, 302.5)","(25, -1, 74.6, 220.7)","(40, -1, 89.6, 217.3)"
852,"(58, 2016, 99.9, 375.4)","(40, 2013, 80.6, 218.0)","(4, 2012, 54.3, 389.9)","(58, 2014, 41.5, 239.0)","(40, 2017, 87.3, 289.9)","(58, -1, 103.4, 430.8)","(40, -1, 84.8, 226.6)","(4, -1, 52.2, 374.7)","(58, -1, 49.9, 247.0)","(40, -1, 94.1, 290.5)"
853,"(0, 2014, 96.5, 386.7)","(104, 2013, 78.5, 248.1)","(104, 2016, 110.8, 204.7)","(19, 2015, 123.0, 319.9)","(102, 2012, 88.4, 311.6)","(0, -1, 81.9, 386.1)","(104, -1, 75.0, 236.6)","(104, -1, 124.0, 181.3)","(19, -1, 117.1, 288.0)","(102, -1, 98.2, 297.4)"
854,"(40, 2013, 111.2, 305.5)","(8, 2012, 92.6, 330.5)","(40, 2016, 90.2, 273.5)","(0, 2016, 95.2, 272.9)","(25, 2014, 93.6, 393.8)","(40, -1, 112.9, 305.2)","(8, -1, 97.4, 290.0)","(40, -1, 82.8, 244.3)","(0, -1, 90.8, 260.2)","(25, -1, 80.4, 406.2)"
855,"(58, 2013, 123.0, 212.5)","(8, 2014, 102.3, 359.8)","(58, 2014, 138.9, 340.4)","(4, 2012, 124.7, 210.1)","(25, 2017, 136.4, 323.7)","(58, -1, 143.2, 209.6)","(8, -1, 115.7, 379.8)","(58, -1, 140.4, 324.8)","(4, -1, 126.4, 183.7)","(25, -1, 133.0, 321.3)"
856,"(102, 2013, 68.2, 344.6)","(19, 2013, 113.6, 227.6)","(102, 2016, 55.0, 314.4)","(0, 2015, 112.6, 352.7)","(40, 2013, 102.2, 274.3)","(102, -1, 77.2, 314.9)","(19, -1, 122.6, 231.1)","(102, -1, 57.4, 293.8)","(0, -1, 95.5, 362.9)","(40, -1, 105.1, 244.6)"
857,"(8, 2014, 79.0, 397.3)","(104, 2013, 91.7, 206.4)","(40, 2015, 96.9, 269.4)","(0, 2012, 78.9, 399.9)","(58, 2017, 98.6, 316.8)","(8, -1, 82.5, 394.4)","(104, -1, 105.4, 220.6)","(40, -1, 83.9, 261.7)","(0, -1, 76.2, 421.7)","(58, -1, 110.4, 320.8)"
858,"(0, 2016, 102.5, 291.7)","(4, 2016, 111.1, 217.2)","(19, 2017, 73.5, 266.9)","(25, 2013, 62.7, 348.3)","(58, 2012, 119.5, 342.0)","(0, -1, 119.5, 293.3)","(4, -1, 102.4, 233.3)","(19, -1, 87.0, 246.6)","(25, -1, 73.3, 341.2)","(58, -1, 128.1, 324.0)"
859,"(0, 2013, 130.2, 211.5)","(102, 2016, 117.9, 327.4)","(25, 2012, 91.6, 208.6)","(19, 2013, 114.7, 274.5)","(19, 2016, 119.6, 341.3)","(0, -1, 118.6, 200.0)","(102, -1, 119.1, 348.9)","(25, -1, 96.3, 184.6)","(19, -1, 108.7, 268.9)","(19, -1, 114.9, 303.6)"
860,"(19, 2013, 66.4, 349.8)","(8, 2017, 81.9, 242.0)","(4, 2017, 125.3, 245.5)","(19, 2014, 95.1, 263.5)","(104, 2015, 46.0, 338.2)","(19, -1, 77.0, 320.0)","(8, -1, 74.1, 227.6)","(4, -1, 136.5, 248.7)","(19, -1, 95.1, 243.8)","(104, -1, 50.5, 331.7)"
861,"(4, 2014, 87.7, 386.5)","(104, 2012, 133.5, 356.6)","(104, 2014, 101.2, 289.2)","(25, 2016, 165.7, 354.5)","(58, 2017, 81.4, 253.6)","(4, -1, 105.3, 403.4)","(104, -1, 114.0, 378.3)","(104, -1, 93.7, 303.9)","(25, -1, 148.0, 359.2)","(58, -1, 67.1, 254.1)"
862,"(19, 2016, 119.5, 227.1)","(58, 2017, 42.3, 341.4)","(40, 2017, 105.3, 311.2)","(104, 2017, 134.1, 253.9)","(0, 2017, 16.4, 328.3)","(19, -1, 109.2, 200.8)","(58, -1, 45.2, 327.3)","(40, -1, 106.4, 338.5)","(104, -1, 137.0, 258.7)","(0, -1, 18.7, 335.4)"
863,"(102, 2017, 89.2, 349.7)","(58, 2013, 82.3, 313.6)","(25, 2014, 118.0, 352.4)","(104, 2012, 56.2, 325.9)","(25, 2015, 82.9, 264.1)","(102, -1, 93.7, 349.7)","(58, -1, 97.3, 274.8)","(25, -1, 116.5, 321.3)","(104, -1, 50.6, 320.5)","(25, -1, 85.3, 263.8)"
864,"(40, 2014, 107.1, 236.9)","(40, 2012, 77.5, 372.7)","(58, 2014, 82.6, 361.8)","(102, 2014, 107.0, 202.8)","(19, 2013, 103.9, 303.1)","(40, -1, 75.4, 232.0)","(40, -1, 77.4, 362.3)","(58, -1, 88.1, 348.2)","(102, -1, 87.6, 199.3)","(19, -1, 95.2, 301.5)"
865,"(104, 2017, 118.2, 227.3)","(4, 2016, 49.9, 321.8)","(4, 2017, 112.3, 305.8)","(104, 2015, 149.4, 224.6)","(4, 2015, 94.8, 341.6)","(104, -1, 118.5, 223.1)","(4, -1, 55.0, 360.4)","(4, -1, 115.1, 302.7)","(104, -1, 177.7, 230.7)","(4, -1, 87.9, 310.3)"
866,"(25, 2014, 77.6, 296.8)","(104, 2013, 104.5, 251.9)","(19, 2014, 80.1, 249.2)","(4, 2014, 86.2, 264.2)","(58, 2012, 70.9, 315.7)","(25, -1, 70.6, 291.3)","(104, -1, 109.3, 248.9)","(19, -1, 82.1, 232.2)","(4, -1, 83.2, 271.9)","(58, -1, 69.5, 309.9)"
867,"(25, 2013, 77.6, 205.8)","(40, 2012, 119.6, 313.3)","(0, 2014, 79.9, 284.0)","(102, 2015, 96.4, 202.9)","(58, 2014, 129.4, 335.2)","(25, -1, 59.8, 201.1)","(40, -1, 113.2, 316.0)","(0, -1, 73.4, 253.8)","(102, -1, 90.8, 211.8)","(58, -1, 138.2, 306.3)"
868,"(58, 2015, 92.3, 290.4)","(102, 2012, 105.4, 328.4)","(8, 2014, 111.7, 291.6)","(4, 2014, 130.1, 395.0)","(4, 2012, 78.5, 276.4)","(58, -1, 86.9, 283.2)","(102, -1, 116.4, 312.2)","(8, -1, 116.2, 297.1)","(4, -1, 138.4, 403.8)","(4, -1, 86.9, 275.7)"
869,"(40, 2015, 114.0, 382.8)","(8, 2017, 95.1, 247.7)","(4, 2012, 120.6, 343.2)","(4, 2014, 109.6, 248.4)","(25, 2013, 86.8, 328.2)","(40, -1, 119.1, 389.8)","(8, -1, 87.4, 236.9)","(4, -1, 120.4, 336.9)","(4, -1, 103.2, 242.5)","(25, -1, 96.0, 370.3)"
870,"(0, 2014, 100.0, 341.9)","(19, 2012, 137.2, 272.4)","(58, 2014, 89.2, 392.3)","(40, 2015, 94.1, 296.3)","(40, 2017, 124.9, 391.7)","(0, -1, 97.2, 366.4)","(19, -1, 131.1, 315.4)","(58, -1, 85.7, 356.7)","(40, -1, 88.6, 311.0)","(40, -1, 132.4, 360.6)"
871,"(25, 2015, 57.4, 221.6)","(102, 2014, 112.0, 272.4)","(40, 2017, 107.7, 292.3)","(4, 2013, 76.7, 277.4)","(8, 2012, 104.1, 307.1)","(25, -1, 61.1, 207.7)","(102, -1, 107.4, 275.2)","(40, -1, 93.2, 338.8)","(4, -1, 73.1, 287.8)","(8, -1, 103.0, 290.9)"
872,"(8, 2012, 95.9, 222.4)","(4, 2013, 139.6, 200.2)","(4, 2012, 122.3, 245.9)","(4, 2016, 112.4, 389.8)","(25, 2017, 111.9, 359.9)","(8, -1, 108.0, 228.5)","(4, -1, 134.5, 209.2)","(4, -1, 132.0, 275.8)","(4, -1, 112.3, 365.3)","(25, -1, 106.6, 331.5)"
873,"(104, 2017, 54.9, 333.7)","(8, 2017, 123.5, 283.1)","(40, 2012, 74.9, 249.1)","(102, 2013, 57.4, 310.5)","(4, 2016, 81.6, 316.9)","(104, -1, 48.1, 319.8)","(8, -1, 139.0, 305.7)","(40, -1, 76.9, 248.8)","(102, -1, 55.2, 290.7)","(4, -1, 85.6, 377.7)"
874,"(4, 2013, 98.6, 304.8)","(102, 2012, 71.6, 273.0)","(0, 2012, 95.5, 294.1)","(4, 2016, 102.7, 347.2)","(58, 2015, 98.6, 343.7)","(4, -1, 112.5, 278.4)","(102, -1, 74.1, 268.8)","(0, -1, 103.0, 294.6)","(4, -1, 97.6, 326.5)","(58, -1, 110.1, 330.6)"
875,"(104, 2013, 77.1, 202.4)","(58, 2014, 55.6, 318.4)","(102, 2017, 90.2, 349.8)","(102, 2013, 103.1, 386.7)","(8, 2016, 116.8, 385.0)","(104, -1, 68.4, 197.5)","(58, -1, 58.9, 346.6)","(102, -1, 89.9, 371.1)","(102, -1, 99.6, 373.6)","(8, -1, 122.0, 439.0)"
876,"(40, 2013, 114.7, 346.9)","(25, 2015, 81.6, 305.0)","(8, 2013, 95.4, 204.5)","(4, 2013, 100.5, 282.6)","(58, 2013, 101.0, 373.7)","(40, -1, 111.1, 357.8)","(25, -1, 86.9, 299.6)","(8, -1, 86.4, 229.4)","(4, -1, 104.1, 274.5)","(58, -1, 113.9, 347.6)"
877,"(19, 2014, 131.9, 398.4)","(25, 2017, 93.3, 277.0)","(40, 2015, 135.8, 218.9)","(58, 2016, 103.2, 346.6)","(19, 2017, 103.2, 389.7)","(19, -1, 161.4, 391.8)","(25, -1, 110.6, 302.2)","(40, -1, 113.0, 233.1)","(58, -1, 100.7, 324.4)","(19, -1, 106.3, 428.9)"
878,"(102, 2015, 147.8, 331.5)","(104, 2013, 108.2, 293.9)","(25, 2016, 126.7, 309.4)","(4, 2015, 88.7, 264.7)","(25, 2015, 130.6, 251.4)","(102, -1, 130.2, 362.6)","(104, -1, 108.0, 273.9)","(25, -1, 121.7, 310.6)","(4, -1, 74.6, 252.1)","(25, -1, 141.9, 273.6)"
879,"(102, 2014, 73.9, 240.6)","(19, 2014, 153.1, 280.1)","(8, 2015, 94.0, 331.2)","(102, 2017, 92.5, 388.9)","(25, 2016, 77.5, 379.0)","(102, -1, 71.0, 259.5)","(19, -1, 173.8, 256.4)","(8, -1, 84.4, 310.3)","(102, -1, 90.4, 406.6)","(25, -1, 72.9, 367.9)"
